Date,Customer ID,Truck ID,Invoice Number,Freight ID,City,Net Revenue,Weight (Kg),Weight (Cubic),Goods Value
2019-08-09,22247,29,1036328,09/08/2019:MML-3632,Woodland Heights,70.1,271.21,271.21,1782.03
2019-08-12,42361,29,1037600,12/08/2019:MML-3632,Woodland Heights,0.65,1.31,3.0,12.98
2019-08-12,42361,29,1037601,12/08/2019:MML-3632,Woodland Heights,11.08,8.55,9.0,221.52
2019-08-12,7046,29,1037604,12/08/2019:MML-3632,Woodland Heights,10.02,34.41,63.0,200.34
2019-08-12,41612,29,1037217,12/08/2019:MML-3632,Woodland Heights,47.78,37.32,231.0,955.64
2019-08-12,7046,29,1037603,12/08/2019:MML-3632,Woodland Heights,5.24,2.77,2.77,104.89
2019-08-12,12891,29,1037599,12/08/2019:MML-3632,Woodland Heights,5.27,6.4,6.4,105.28
2019-08-13,9390,29,1038414,13/08/2019:MML-3632,Woodland Heights,0.65,1.31,3.0,12.98
2019-08-13,9390,29,1038415,13/08/2019:MML-3632,Woodland Heights,11.65,8.82,9.0,233.01
2019-08-13,43143,29,1038409,13/08/2019:MML-3632,Woodland Heights,5.71,8.64,9.0,114.13
2019-08-13,39709,29,1038417,13/08/2019:MML-3632,Woodland Heights,15.14,10.6,21.0,302.78
2019-08-13,41665,29,1038416,13/08/2019:MML-3632,Woodland Heights,13.25,19.66,27.0,264.93
2019-08-13,7046,29,1038410,13/08/2019:MML-3632,Woodland Heights,5.78,19.12,33.0,115.55
2019-08-13,7046,29,1038411,13/08/2019:MML-3632,Woodland Heights,65.19,191.2,342.0,1303.8
2019-08-13,36895,29,1038407,13/08/2019:MML-3632,Woodland Heights,18.0,8.46,8.46,359.9
2019-08-13,242,29,1038406,13/08/2019:MML-3632,Woodland Heights,5.8,4.2,4.2,115.91
2019-08-13,33389,29,1038418,13/08/2019:MML-3632,Woodland Heights,11.49,18.86,18.86,229.75
2019-08-13,35508,29,1038413,13/08/2019:MML-3632,Woodland Heights,23.18,18.21,18.21,463.56
2019-08-13,37392,29,1038408,13/08/2019:MML-3632,Woodland Heights,15.12,41.83,75.0,302.41
2019-08-13,35508,29,1038412,13/08/2019:MML-3632,Woodland Heights,0.41,0.53,0.53,8.16
2019-08-13,14075,29,1038421,13/08/2019:MML-3632,Woodland Heights,159.36,611.84,1098.0,3187.2
2019-08-13,242,29,1038405,13/08/2019:MML-3632,Woodland Heights,0.41,0.53,0.53,8.16
2019-08-13,42996,29,1038422,13/08/2019:MML-3632,Woodland Heights,79.67,305.92,549.0,1593.6
2019-08-14,3159,29,1039151,14/08/2019:MML-3632,Woodland Heights,5.22,1.64,3.0,104.34
2019-08-14,16517,29,1039152,14/08/2019:MML-3632,Woodland Heights,13.12,2.97,3.0,262.32
2019-08-14,7330,29,1039157,14/08/2019:MML-3632,Woodland Heights,0.65,1.31,3.0,12.98
2019-08-14,6645,29,1039148,14/08/2019:MML-3632,Woodland Heights,14.94,5.03,6.0,298.84
2019-08-14,4356,29,1039155,14/08/2019:MML-3632,Woodland Heights,17.0,7.63,9.0,340.06
2019-08-14,8427,29,1039164,14/08/2019:MML-3632,Woodland Heights,29.77,8.61,9.0,595.42
2019-08-14,7330,29,1039156,14/08/2019:MML-3632,Woodland Heights,13.76,11.79,12.0,275.25
2019-08-14,4752,29,1039163,14/08/2019:MML-3632,Woodland Heights,19.14,24.19,27.0,382.8
2019-08-14,41948,29,1039149,14/08/2019:MML-3632,Woodland Heights,1.33,0.94,0.94,26.65
2019-08-14,21857,29,1039146,14/08/2019:MML-3632,Woodland Heights,10.36,10.68,10.68,207.19
2019-08-14,4355,29,1039145,14/08/2019:MML-3632,Woodland Heights,17.34,20.65,20.65,346.76
2019-08-14,6645,29,1039147,14/08/2019:MML-3632,Woodland Heights,0.92,0.41,0.41,18.49
2019-08-14,41948,29,1039150,14/08/2019:MML-3632,Woodland Heights,16.88,6.63,6.63,337.58
2019-08-14,31930,29,1039158,14/08/2019:MML-3632,Woodland Heights,0.41,0.53,0.53,8.16
2019-08-14,31930,29,1039159,14/08/2019:MML-3632,Woodland Heights,15.8,4.83,4.83,315.99
2019-08-14,14075,29,1039162,14/08/2019:MML-3632,Woodland Heights,126.53,100.83,270.0,2530.6
2019-08-14,42990,29,1039161,14/08/2019:MML-3632,Woodland Heights,9.2,5.89,5.89,184.19
2019-08-14,24586,29,1039143,14/08/2019:MML-3632,Woodland Heights,19.11,16.35,42.0,382.11
2019-08-14,27270,29,1039154,14/08/2019:MML-3632,Woodland Heights,10.33,6.86,6.86,206.54
2019-08-14,41756,29,1039160,14/08/2019:MML-3632,Woodland Heights,19.6,24.15,39.0,391.97
2019-08-14,27270,29,1039153,14/08/2019:MML-3632,Woodland Heights,1.13,0.58,0.58,22.62
2019-08-14,4355,29,1039144,14/08/2019:MML-3632,Woodland Heights,0.41,0.53,0.53,8.16
2019-08-15,14075,29,1040109,15/08/2019:MML-3632,Woodland Heights,88.89,218.76,218.76,1777.7
2019-08-15,42996,29,1040110,15/08/2019:MML-3632,Woodland Heights,173.83,287.92,287.92,3476.66
2019-08-19,43041,29,1041615,19/08/2019:MML-3632,Woodland Heights,56.81,13.45,18.0,1136.16
2019-08-19,4904,29,1041617,19/08/2019:MML-3632,Woodland Heights,59.31,99.79,180.0,1186.24
2019-08-19,36844,29,1041616,19/08/2019:MML-3632,Woodland Heights,7.27,4.36,4.36,145.41
2019-08-20,10780,29,1042399,20/08/2019:MML-3632,Woodland Heights,0.65,1.31,3.0,12.98
2019-08-20,42990,29,1042389,20/08/2019:MML-3632,Woodland Heights,9.04,5.63,9.0,180.8
2019-08-20,23104,29,1042395,20/08/2019:MML-3632,Woodland Heights,1.55,1.13,9.0,31.22
2019-08-20,7046,29,1042393,20/08/2019:MML-3632,Woodland Heights,5.33,4.63,15.0,106.37
2019-08-20,33881,29,1042391,20/08/2019:MML-3632,Woodland Heights,10.2,8.33,30.0,203.93
2019-08-20,23104,29,1042396,20/08/2019:MML-3632,Woodland Heights,9.37,14.49,14.49,187.33
2019-08-20,7046,29,1042394,20/08/2019:MML-3632,Woodland Heights,46.14,42.09,57.0,923.08
2019-08-20,7046,29,1042392,20/08/2019:MML-3632,Woodland Heights,0.41,0.53,0.53,8.16
2019-08-20,8649,29,1042397,20/08/2019:MML-3632,Woodland Heights,19.18,27.17,57.0,383.63
2019-08-20,10780,29,1042398,20/08/2019:MML-3632,Woodland Heights,20.9,9.41,9.41,417.91
2019-08-20,6125,29,1042390,20/08/2019:MML-3632,Woodland Heights,11.46,6.34,6.34,229.15
2019-08-21,43272,29,1043242,21/08/2019:MML-3632,Woodland Heights,6.89,2.01,3.0,137.89
2019-08-21,25446,29,1043245,21/08/2019:MML-3632,Woodland Heights,7.57,5.56,9.0,151.42
2019-08-21,22247,29,1043246,21/08/2019:MML-3632,Woodland Heights,0.41,0.53,0.53,8.16
2019-08-21,22247,29,1043247,21/08/2019:MML-3632,Woodland Heights,0.39,0.08,0.08,7.85
2019-08-21,22247,29,1043248,21/08/2019:MML-3632,Woodland Heights,76.29,104.72,177.0,1525.81
2019-08-21,10308,29,1043250,21/08/2019:MML-3632,Woodland Heights,12.02,32.12,54.0,240.58
2019-08-21,41756,29,1043249,21/08/2019:MML-3632,Woodland Heights,24.2,61.29,105.0,484.26
2019-08-21,39993,29,1043240,21/08/2019:MML-3632,Woodland Heights,10.61,4.98,4.98,212.29
2019-08-21,43272,29,1043241,21/08/2019:MML-3632,Woodland Heights,0.92,0.41,0.41,18.49
2019-08-21,38550,29,1043243,21/08/2019:MML-3632,Woodland Heights,12.33,7.12,7.12,246.37
2019-08-21,25446,29,1043244,21/08/2019:MML-3632,Woodland Heights,0.92,0.41,0.41,18.49
2019-08-21,7330,29,1043365,21/08/2019:MML-3632,Woodland Heights,12.31,29.28,29.28,205.24
2019-08-21,154,29,1043364,21/08/2019:MML-3632,Woodland Heights,10.63,24.6,24.6,177.16
2019-08-21,31875,29,1043366,21/08/2019:MML-3632,Woodland Heights,20.39,43.04,43.04,339.81
2019-08-22,39781,29,1043935,22/08/2019:MML-3632,Woodland Heights,6.45,9.49,15.0,128.79
2019-08-22,31875,29,1043937,22/08/2019:MML-3632,Woodland Heights,13.02,8.5,15.0,260.44
2019-08-22,31875,29,1043936,22/08/2019:MML-3632,Woodland Heights,0.41,0.53,0.53,8.16
2019-08-22,42403,29,1043938,22/08/2019:MML-3632,Woodland Heights,5.67,3.37,3.37,113.35
2019-08-22,4752,29,1044116,22/08/2019:MML-3632,Woodland Heights,60.98,198.08,198.08,1016.2
2019-08-22,8649,29,1044117,22/08/2019:MML-3632,Woodland Heights,10.55,24.58,24.58,175.8
2019-08-22,18172,29,1044121,22/08/2019:MML-3632,Woodland Heights,19.12,61.62,61.62,318.7
2019-08-22,13722,29,1044122,22/08/2019:MML-3632,Woodland Heights,28.78,40.61,40.61,479.68
2019-08-22,31930,29,1044120,22/08/2019:MML-3632,Woodland Heights,39.4,119.95,119.95,656.7
2019-08-22,7046,29,1044119,22/08/2019:MML-3632,Woodland Heights,68.73,222.81,222.81,1145.63
2019-08-23,4904,29,1044829,23/08/2019:MML-3632,Woodland Heights,72.14,242.82,242.82,1202.4
2019-08-23,39933,29,1044831,23/08/2019:MML-3632,Woodland Heights,50.66,134.97,134.97,844.4
2019-08-23,10166,29,1044830,23/08/2019:MML-3632,Woodland Heights,9.11,23.96,23.96,151.88
2019-08-27,12891,29,1046105,27/08/2019:MML-3632,Woodland Heights,23.51,6.31,9.0,470.01
2019-08-27,35508,29,1046103,27/08/2019:MML-3632,Woodland Heights,26.65,10.77,21.0,532.97
2019-08-27,12126,29,1046098,27/08/2019:MML-3632,Woodland Heights,13.16,11.91,21.0,263.25
2019-08-27,7046,29,1046113,27/08/2019:MML-3632,Woodland Heights,3.47,11.47,21.0,69.33
2019-08-27,9390,29,1046107,27/08/2019:MML-3632,Woodland Heights,7.16,7.07,30.0,143.15
2019-08-27,43143,29,1046104,27/08/2019:MML-3632,Woodland Heights,11.59,16.84,30.0,231.79
2019-08-27,36895,29,1046109,27/08/2019:MML-3632,Woodland Heights,15.72,19.07,33.0,314.41
2019-08-27,7046,29,1046115,27/08/2019:MML-3632,Woodland Heights,1040.47,821.87,821.87,20809.45
2019-08-27,12891,29,1046106,27/08/2019:MML-3632,Woodland Heights,1.41,0.73,0.73,28.24
2019-08-27,36895,29,1046108,27/08/2019:MML-3632,Woodland Heights,1.33,0.94,0.94,26.65
2019-08-27,24586,29,1046097,27/08/2019:MML-3632,Woodland Heights,16.17,45.37,54.0,323.42
2019-08-27,12126,29,1046099,27/08/2019:MML-3632,Woodland Heights,0.94,0.06,0.06,18.72
2019-08-27,7046,29,1046114,27/08/2019:MML-3632,Woodland Heights,60.88,191.2,342.0,1217.6
2019-08-27,33389,29,1046110,27/08/2019:MML-3632,Woodland Heights,0.92,0.41,0.41,18.49
2019-08-27,33389,29,1046111,27/08/2019:MML-3632,Woodland Heights,29.86,27.83,27.83,597.15
2019-08-27,39709,29,1046101,27/08/2019:MML-3632,Woodland Heights,19.57,21.07,39.0,391.39
2019-08-27,39709,29,1046100,27/08/2019:MML-3632,Woodland Heights,0.92,0.41,0.41,18.49
2019-08-27,41665,29,1046102,27/08/2019:MML-3632,Woodland Heights,15.93,30.83,48.0,318.6
2019-08-28,6645,29,1047047,28/08/2019:MML-3632,Woodland Heights,7.33,2.97,3.0,146.42
2019-08-28,25446,29,1047038,28/08/2019:MML-3632,Woodland Heights,5.01,4.46,6.0,100.28
2019-08-28,4752,29,1047056,28/08/2019:MML-3632,Woodland Heights,4.02,5.24,6.0,80.32
2019-08-28,31875,29,1047035,28/08/2019:MML-3632,Woodland Heights,8.23,2.77,6.0,164.5
2019-08-28,8427,29,1047057,28/08/2019:MML-3632,Woodland Heights,24.86,11.3,15.0,497.29
2019-08-28,16619,29,1047053,28/08/2019:MML-3632,Woodland Heights,18.88,8.27,12.0,377.65
2019-08-28,21857,29,1047051,28/08/2019:MML-3632,Woodland Heights,15.3,11.23,18.0,306.02
2019-08-28,24063,29,1047037,28/08/2019:MML-3632,Woodland Heights,2.71,6.7,21.0,54.27
2019-08-28,31875,29,1047036,28/08/2019:MML-3632,Woodland Heights,49.35,16.62,27.0,987.0
2019-08-28,7330,29,1047040,28/08/2019:MML-3632,Woodland Heights,32.69,31.25,33.0,653.89
2019-08-28,4356,29,1047044,28/08/2019:MML-3632,Woodland Heights,14.2,8.17,8.17,284.08
2019-08-28,41612,29,1046356,28/08/2019:MML-3632,Woodland Heights,44.39,37.28,222.0,887.73
2019-08-28,6645,29,1047048,28/08/2019:MML-3632,Woodland Heights,0.16,0.07,0.07,3.28
2019-08-28,16517,29,1047046,28/08/2019:MML-3632,Woodland Heights,17.17,7.8,7.8,343.46
2019-08-28,41948,29,1047049,28/08/2019:MML-3632,Woodland Heights,0.16,0.07,0.07,3.28
2019-08-28,7330,29,1047039,28/08/2019:MML-3632,Woodland Heights,0.29,0.05,0.05,5.74
2019-08-28,16619,29,1047052,28/08/2019:MML-3632,Woodland Heights,0.16,0.07,0.07,3.28
2019-08-28,4356,29,1047043,28/08/2019:MML-3632,Woodland Heights,0.92,0.41,0.41,18.49
2019-08-28,16517,29,1047045,28/08/2019:MML-3632,Woodland Heights,0.16,0.07,0.07,3.28
2019-08-28,242,29,1047041,28/08/2019:MML-3632,Woodland Heights,0.92,0.41,0.41,18.49
2019-08-28,242,29,1047042,28/08/2019:MML-3632,Woodland Heights,10.41,3.96,3.96,208.12
2019-08-28,4355,29,1047054,28/08/2019:MML-3632,Woodland Heights,0.92,0.41,0.41,18.49
2019-08-28,4355,29,1047055,28/08/2019:MML-3632,Woodland Heights,16.81,8.62,8.62,336.14
2019-08-28,41948,29,1047050,28/08/2019:MML-3632,Woodland Heights,11.18,8.13,8.13,223.6
2019-08-29,31930,29,1048114,29/08/2019:MML-3632,Woodland Heights,1.06,1.84,3.0,21.14
2019-08-29,31930,29,1048115,29/08/2019:MML-3632,Woodland Heights,45.04,33.79,33.79,900.84
2019-08-29,42996,29,1047977,29/08/2019:MML-3632,Woodland Heights,5.9,4.6,4.6,117.92
2019-08-29,37392,29,1047982,29/08/2019:MML-3632,Woodland Heights,68.3,188.94,342.0,1366.0
2019-08-29,42996,29,1047978,29/08/2019:MML-3632,Woodland Heights,126.3,118.2,360.0,2525.96
2019-08-29,14075,29,1047983,29/08/2019:MML-3632,Woodland Heights,199.14,177.35,429.0,3982.88
2019-08-29,33389,29,1048120,29/08/2019:MML-3632,Woodland Heights,38.98,45.11,45.11,649.62
2019-08-29,31930,29,1048129,29/08/2019:MML-3632,Woodland Heights,161.45,407.23,407.23,2690.64
2019-08-30,43041,34,1048947,30/08/2019:MHN-5439,Woodland Heights,14.4,3.8,6.0,288.0
2019-08-30,14075,34,1048949,30/08/2019:MHN-5439,Woodland Heights,268.55,849.89,1500.0,5371.14
2019-08-30,14075,34,1048948,30/08/2019:MHN-5439,Woodland Heights,61.54,44.36,294.0,1230.72
2019-08-30,42996,34,1048951,30/08/2019:MHN-5439,Woodland Heights,256.83,560.0,906.0,5136.52
2019-08-30,14075,34,1048950,30/08/2019:MHN-5439,Woodland Heights,147.54,110.9,738.0,2950.8
2019-08-31,4904,19,1049632,31/08/2019:MDB-1602,Woodland Heights,151.04,133.51,288.0,3020.87
2019-08-31,39709,19,1049964,31/08/2019:MDB-1602,Woodland Heights,59.92,52.93,52.93,3315.31
